<Ticker>,<DTYYYYMMDD>,<Open>,<High>,<Low>,<Close>,<Volume>
HBC,20170717,32.4048,32.5704,30.7487,31.8528,2997480
HBC,20170714,32.5152,32.6808,32.3496,32.6256,944140
HBC,20170713,32.7912,32.7912,32.2944,32.6256,1400790
HBC,20170712,31.4663,33.0120,31.1903,32.6808,2288650
HBC,20170711,29.1478,31.3007,28.7613,31.3007,1764430
HBC,20170710,29.6998,29.6998,29.0926,29.2582,1885930
HBC,20170707,29.8654,30.3070,29.4790,29.6446,2036940
HBC,20170706,29.2582,30.0862,29.2582,29.6998,1704240
HBC,20170705,28.0437,29.1478,28.0437,29.1478,1374990
HBC,20170704,27.9333,28.4301,27.9333,28.1541,1321130
HBC,20170703,28.5957,28.8165,28.4301,28.4853,1359120
HBC,20170630,28.3197,28.3197,27.6572,28.3197,3443220
HBC,20170629,26.2563,26.7799,26.1758,26.4980,2866080
HBC,20170628,26.0550,26.2161,25.7731,26.0953,1085650
HBC,20170627,26.4174,26.4577,26.0550,26.0550,1352550
HBC,20170626,26.0953,26.3369,25.9744,26.2563,1481210
HBC,20170623,25.9744,26.1355,25.8134,25.9744,1230370
HBC,20170622,26.1355,26.4174,25.9744,25.9744,1588430
HBC,20170621,25.9342,26.1758,25.4912,25.9744,777880
HBC,20170620,25.8536,26.3369,25.8134,25.8939,1184250
HBC,20170619,24.7663,25.9744,24.5650,25.7731,2030440
HBC,20170616,24.7663,24.7663,24.4844,24.4844,643950
HBC,20170615,24.4442,24.7261,24.4442,24.5650,1354310
HBC,20170614,24.5650,24.7663,24.4442,24.4442,679660
HBC,20170613,24.1623,24.5650,24.1220,24.5650,665990
HBC,20170612,24.5247,24.5247,24.0817,24.3234,996170
HBC,20170609,24.9677,25.0482,24.4039,24.5247,1230920
HBC,20170608,24.8871,25.0482,24.6052,24.8066,769330
HBC,20170607,24.7663,25.2496,24.6858,24.7663,1159010
HBC,20170606,24.3636,24.7663,24.1623,24.7663,1199800
HBC,20170605,24.3234,24.5247,23.9609,24.3636,1491160
HBC,20170602,24.2428,24.5247,24.0817,24.5247,974370
HBC,20170601,23.7596,24.3636,23.7193,24.1623,967170
HBC,20170531,23.5985,24.0817,23.2361,23.7193,1233360
HBC,20170530,24.7261,24.8469,23.5582,23.5985,3019290
HBC,20170529,25.1288,25.1690,24.5650,24.7261,1969700
HBC,20170526,25.0885,25.4107,25.0482,25.0482,1309960
HBC,20170525,25.3704,25.4107,25.0080,25.3301,1322660
HBC,20170524,24.8871,25.4509,24.7261,25.2093,2804360
HBC,20170523,24.0012,24.8469,23.8804,24.7663,2119570
HBC,20170522,24.7663,24.8871,23.8401,24.1623,2995040
HBC,20170519,24.2831,24.8871,24.2831,24.5247,2121660
HBC,20170518,24.1623,24.8066,23.9609,24.5247,2532080
HBC,20170517,22.8333,24.0415,22.5515,24.0415,3385680
HBC,20170516,22.1488,23.3569,22.0279,22.5917,3094660
HBC,20170515,22.1890,22.5112,21.9877,22.1488,1621650
HBC,20170512,22.3904,22.7931,22.1488,22.1488,1593910
HBC,20170511,21.4642,22.2696,21.3836,22.2293,3157420
HBC,20170510,20.6185,21.7058,20.5379,21.4239,3231060
HBC,20170509,20.8601,20.8601,20.5379,20.6185,1248660
HBC,20170508,20.7796,20.9004,20.3769,20.8601,1834520
HBC,20170505,21.2225,21.2628,20.9004,20.9004,1143910
HBC,20170504,21.3433,21.4239,21.0614,21.2628,1578340
HBC,20170503,21.3433,21.6252,20.7393,21.3433,1788710
HBC,20170428,21.2628,21.2628,20.9406,21.2628,1050310
HBC,20170427,21.1823,21.7058,21.1420,21.2628,1747750
HBC,20170426,21.3433,21.4642,21.1823,21.3031,919450
HBC,20170425,20.6185,21.0614,20.5379,20.9809,904580
HBC,20170424,20.9809,21.0212,20.6990,20.6990,879700
HBC,20170421,21.1420,21.2628,20.9406,21.1017,592780
HBC,20170420,21.1823,21.3031,20.9406,21.1823,616060
HBC,20170419,20.9809,21.4642,20.7796,21.1823,1272960
HBC,20170418,21.0614,21.0614,20.4171,20.9809,1172450
HBC,20170417,21.7460,22.0279,20.9406,21.0614,1233450
HBC,20170414,20.8601,21.9071,19.9339,21.4642,2956540
HBC,20170413,20.6990,21.1420,20.5782,20.8601,1200010
HBC,20170412,21.3836,21.5044,20.5379,20.5379,2066900
HBC,20170411,22.1488,22.1488,21.3836,21.3836,1167750
HBC,20170410,21.5447,22.1488,21.5044,22.1488,846790
HBC,20170407,21.9474,21.9474,21.3031,21.7460,2374930
HBC,20170405,22.8333,22.9542,22.1488,22.1488,1382980
HBC,20170404,23.0750,23.1555,22.1488,22.9944,3105720
HBC,20170403,23.3166,23.5582,23.0750,23.0750,1906110
HBC,20170331,22.9944,23.2361,22.7528,23.1152,1260170
HBC,20170330,23.0750,23.3569,22.8333,22.8333,1051660
HBC,20170329,23.0347,23.1555,22.8333,22.9542,919650
HBC,20170328,23.6388,23.6388,22.8736,22.9542,1721620
HBC,20170327,22.5515,23.6790,22.5515,23.3569,2697040
HBC,20170324,22.3098,22.6723,21.8669,22.3904,1750000
HBC,20170323,22.5917,22.6320,22.3098,22.3501,965570
HBC,20170322,22.5917,23.0347,22.3904,22.5515,1418450
HBC,20170321,22.1085,22.5917,21.9474,22.5515,1121350
HBC,20170320,22.1890,22.3501,21.6655,22.0279,1521610
HBC,20170317,22.4306,22.5515,22.0279,22.1488,2489230
HBC,20170316,22.1488,22.6320,21.7460,22.4306,1314550
HBC,20170315,22.8333,23.1555,22.0682,22.1488,2599220
HBC,20170314,21.0614,22.2696,21.0614,22.2696,4380260
HBC,20170313,20.3366,21.2628,19.8936,20.8601,2024850
HBC,20170310,19.9339,20.4171,19.6923,20.2158,1772250
HBC,20170309,19.9339,20.0144,19.4909,19.8131,2530720
HBC,20170308,20.6990,20.7393,19.8332,20.1755,1805180
HBC,20170307,20.4171,20.9406,20.3366,20.6990,2072810
HBC,20170306,20.4977,20.8601,20.0144,20.4171,2285310
HBC,20170303,19.7325,20.5782,19.4104,20.4171,3225040
HBC,20170302,21.1420,21.4239,20.3769,20.3769,2488990
HBC,20170301,18.7258,20.3769,18.1620,20.3769,4528190
HBC,20170228,20.3366,20.4977,19.0681,19.0681,5740680
HBC,20170227,20.9406,21.5044,20.1755,20.4977,5480440
HBC,20170224,20.9004,21.3836,20.4574,21.3836,3265630
HBC,20170223,19.4506,20.1151,19.3298,19.9943,2967060
HBC,20170222,18.2022,19.1285,18.2022,19.0479,2463730
HBC,20170221,18.1217,18.4841,17.7593,18.0814,2878390
HBC,20170220,17.7391,18.5244,17.6787,18.1217,3288760
HBC,20170217,16.4303,17.4371,16.3901,17.4371,2928380
HBC,20170216,15.7055,16.5109,15.6652,16.3095,2478610
HBC,20170215,15.3833,15.8666,15.3833,15.6853,2356270
HBC,20170214,15.7659,15.8464,15.3430,15.6048,3960480
HBC,20170213,15.8263,16.0276,15.7457,15.8666,1702240
HBC,20170210,15.6652,15.9270,15.5041,15.8263,1759490
HBC,20170209,14.9403,15.6451,14.9403,15.5243,2054470
HBC,20170208,14.4974,14.9001,14.4168,14.9001,1907850
HBC,20170207,14.4974,15.2625,14.4571,14.5980,2858660
HBC,20170206,13.8530,14.4571,13.7322,14.4168,2424480
HBC,20170203,13.8128,14.2356,13.6920,13.8530,3117460
HBC,20170202,13.7725,13.8530,13.6517,13.8128,935260
HBC,20170125,13.1483,13.6920,13.1483,13.6920,1774120
HBC,20170124,12.9067,13.1282,12.8865,13.1282,935220
HBC,20170123,13.0476,13.0879,12.9067,12.9067,857000
HBC,20170120,12.7255,13.0476,12.7255,12.9872,1668580
HBC,20170119,12.6651,12.7255,12.6248,12.6852,1199120
HBC,20170118,12.7255,12.8463,12.6852,12.7053,822860
HBC,20170117,12.9671,12.9671,12.7255,12.7456,1220770
HBC,20170116,13.0275,13.0879,12.6852,12.9671,1623190
HBC,20170113,12.9268,13.2490,12.8865,13.0879,2196090
HBC,20170112,12.7255,13.0074,12.7255,12.9671,1807840
HBC,20170111,12.6449,12.7657,12.6047,12.7255,1407900
HBC,20170110,12.7657,12.7657,12.5644,12.6449,1687420
HBC,20170109,12.5644,12.7657,12.5644,12.6852,2194860
HBC,20170106,12.4436,12.7053,12.4436,12.5644,1711160
HBC,20170105,12.3228,12.6047,12.3228,12.4436,2253550
HBC,20170104,12.4033,12.4234,12.2624,12.3228,1374470
HBC,20170103,12.2825,12.5644,12.2825,12.4033,2486580
HBC,20161230,12.0409,12.2825,12.0006,12.2422,1896630
HBC,20161229,11.9201,12.0610,11.9201,11.9603,1425410
HBC,20161228,12.0006,12.0207,11.9201,11.9402,756490
HBC,20161227,12.1415,12.1818,11.8798,12.0006,1489650
HBC,20161226,11.7791,12.1214,11.7791,12.0409,1939960
HBC,20161223,11.6382,11.7388,11.5375,11.7388,852000
HBC,20161222,11.8395,11.8395,11.5979,11.6382,843080
HBC,20161221,11.4771,11.7590,11.4368,11.6986,1119790
HBC,20161220,11.4972,11.6180,11.4368,11.4771,683400
HBC,20161219,11.5174,11.6784,11.3965,11.5375,896890
HBC,20161216,11.2757,11.4771,11.2757,11.4771,716700
HBC,20161215,11.2355,11.5375,11.2355,11.3563,1051990
HBC,20161214,11.0744,11.4771,10.9938,11.3361,1422970
HBC,20161213,10.6918,10.9938,10.3495,10.8730,1991000
HBC,20161212,11.0744,11.2355,10.6717,10.6918,2021850
HBC,20161209,11.3965,11.4569,11.2757,11.3160,529130
HBC,20161208,11.3965,11.4569,11.3563,11.4368,435020
HBC,20161207,11.3361,11.4167,11.2757,11.3563,913920
HBC,20161206,11.6382,11.6382,11.2757,11.2757,1132290
HBC,20161205,11.5979,11.7187,11.5576,11.6382,889930
HBC,20161202,11.6784,11.7187,11.6382,11.6583,374000
HBC,20161201,11.7187,11.8596,11.6583,11.7187,1021140
HBC,20161130,11.5174,11.6784,11.4368,11.6784,787890
HBC,20161129,11.6986,11.7388,11.5174,11.5174,805190
HBC,20161128,11.7992,11.8395,11.5174,11.7187,1219770
HBC,20161125,12.0207,12.0409,11.8798,11.8798,716940
HBC,20161124,12.0610,12.1818,11.9402,12.0409,1381560
HBC,20161123,11.7187,12.2019,11.6784,12.0409,2916560
HBC,20161122,11.6583,11.7590,11.6180,11.7187,794980
HBC,20161121,11.6180,11.7590,11.5778,11.6583,861810
HBC,20161118,11.7388,11.8596,11.6382,11.6382,807540
HBC,20161117,11.6382,11.8395,11.5576,11.6583,1065760
HBC,20161116,11.7791,11.8395,11.4771,11.6382,1387580
HBC,20161115,11.7791,11.8999,11.7388,11.7791,997070
HBC,20161114,11.9201,11.9603,11.7590,11.8596,1317250
HBC,20161111,12.0006,12.0006,11.8596,11.9603,476780
HBC,20161110,11.8395,12.1214,11.7187,12.0006,1637910
HBC,20161109,11.7590,11.7992,11.2556,11.5979,2398340
HBC,20161108,11.7992,11.9201,11.7590,11.8395,1157770
HBC,20161107,11.5174,11.6784,11.5174,11.6382,725320
HBC,20161104,11.5979,11.6382,11.4972,11.5174,699590
HBC,20161103,11.6784,11.6784,11.3965,11.5979,1399640
HBC,20161102,12.0207,12.0811,11.7992,11.7992,1167030
HBC,20161101,12.2019,12.2422,11.9603,12.0811,1349940
HBC,20161031,12.4033,12.4436,12.1617,12.2221,1819330
HBC,20161028,12.0006,12.3429,11.8395,12.1617,1990410
HBC,20161027,11.7187,12.0409,11.6986,11.9402,1952730
HBC,20161026,11.4771,11.6784,11.4167,11.6784,1239540
HBC,20161025,11.4167,11.4368,11.1146,11.4368,967850
HBC,20161024,11.5174,11.6180,11.3160,11.3764,988130
HBC,20161021,11.3160,11.6180,11.3160,11.6180,1103910
HBC,20161020,11.6784,11.7992,11.3563,11.3563,1307160
HBC,20161019,11.7992,11.9201,11.5979,11.6784,1047890
HBC,20161018,11.7590,11.8395,11.6382,11.7992,786290
HBC,20161017,12.0409,12.1617,11.7590,11.7590,1211570
HBC,20161014,11.9603,12.2624,11.9603,12.0811,1332870
HBC,20161013,11.9603,12.0811,11.8798,12.0409,1258870
HBC,20161012,12.2019,12.2019,11.8395,12.0811,931810
HBC,20161011,11.8395,12.2019,11.4771,12.2019,2479230
HBC,20161010,12.1214,12.3429,11.7791,11.8194,1929100
HBC,20161007,12.5644,12.6047,12.0207,12.2019,2312890
HBC,20161006,12.8463,12.9671,12.4838,12.6047,1950320
HBC,20161005,12.4838,12.8664,12.4234,12.6449,1735560
HBC,20161004,12.4838,12.7456,12.1214,12.4436,1970870
HBC,20161003,12.3228,12.5442,12.3228,12.4838,1354280
HBC,20160930,12.5644,12.5644,12.3228,12.3228,1353180
HBC,20160929,12.4436,12.7456,12.1617,12.5644,2221720
HBC,20160928,12.3832,12.4436,12.2825,12.4436,961720
HBC,20160927,12.3228,12.5644,12.3228,12.3832,1064380
HBC,20160926,11.6382,12.3630,11.5576,12.2825,3011360
HBC,20160923,11.8395,11.8999,11.6180,11.6784,1296480
HBC,20160922,11.8596,11.9402,11.7187,11.8395,1318630
HBC,20160921,11.8798,11.9805,11.6784,11.7590,1581710
HBC,20160920,11.1952,11.8395,11.1952,11.7590,3025480
HBC,20160919,11.0542,11.3160,11.0542,11.1952,1010930
HBC,20160916,10.9938,11.0744,10.8328,10.9938,857250
HBC,20160915,11.0744,11.0744,10.8730,10.9938,530080
HBC,20160914,11.0945,11.1549,10.9133,11.0744,569300
HBC,20160913,10.7723,11.0945,10.7723,11.0945,1028850
HBC,20160912,11.2556,11.2757,10.7522,10.7723,2062720
HBC,20160909,11.3563,11.5174,11.2355,11.3160,1347780
HBC,20160908,11.3160,11.4771,11.1146,11.2757,2403020
HBC,20160907,11.4771,11.4771,11.2757,11.3160,988560
HBC,20160906,11.4771,11.5174,11.3563,11.5174,1107550
HBC,20160905,11.4368,11.5979,11.2355,11.4771,1398300
HBC,20160901,11.2355,11.4368,11.1952,11.3563,1522590
HBC,20160831,11.1952,11.3965,11.1146,11.1952,1239080
HBC,20160830,10.8730,11.1549,10.6314,11.1146,3607780
HBC,20160829,12.0006,12.0409,11.1952,11.1952,4714390
HBC,20160826,11.9201,12.0409,11.7992,12.0006,2153310
HBC,20160825,11.6784,12.0811,11.4771,11.9201,2004320
HBC,20160824,11.5174,11.8798,11.4771,11.6382,2093400
HBC,20160823,10.9536,11.3965,10.9133,11.3965,2687070
HBC,20160822,10.8328,11.1146,10.8328,10.9938,1527990
HBC,20160819,11.1952,11.1952,10.9536,10.9938,2088220
HBC,20160818,10.8328,11.2355,10.8328,11.1549,2912420
HBC,20160817,10.7522,10.9938,10.7522,10.7925,2025600
HBC,20160816,11.1952,11.1952,10.7119,10.8328,2732580
HBC,20160815,10.2690,11.0341,10.2287,11.0341,4251290
HBC,20160812,10.6717,10.7119,10.3092,10.3495,3022360
HBC,20160811,9.8663,10.4703,9.7052,10.4703,3304990
HBC,20160810,9.9065,9.9468,9.8260,9.8260,1000690
HBC,20160809,9.7455,9.9468,9.7052,9.8663,1197870
HBC,20160808,9.7052,9.8663,9.7052,9.7455,814140
HBC,20160805,9.6649,9.7857,9.5844,9.7052,627730
HBC,20160804,9.9468,10.0273,9.7052,9.7455,1366610
HBC,20160803,9.5038,9.8663,9.5038,9.8663,1236210
HBC,20160802,9.8663,9.8663,9.5441,9.6246,1245420
HBC,20160801,9.9468,10.1482,9.8260,9.9468,1596690
HBC,20160729,9.5441,10.0273,9.4636,9.8663,1551210
HBC,20160728,9.5844,9.6246,9.4636,9.5844,245030
HBC,20160727,9.6649,9.6649,9.5844,9.6246,628700
HBC,20160726,9.6246,9.7052,9.5441,9.6246,340590
HBC,20160725,9.5844,9.7857,9.3427,9.6246,785060
HBC,20160722,9.2622,9.4636,9.1011,9.4636,898130
HBC,20160721,9.6246,9.6246,9.3830,9.3830,520290
HBC,20160720,9.8260,9.8260,9.5038,9.6246,307430
HBC,20160719,9.6649,9.9871,9.5441,9.7052,515890
HBC,20160718,9.2622,9.6649,9.0609,9.6649,1034920
HBC,20160715,9.9871,9.9871,9.5038,9.5038,640160
HBC,20160714,9.8663,10.1482,9.6649,10.1482,1057520
HBC,20160713,10.0273,10.0676,9.7857,9.9871,1451920
HBC,20160712,9.8663,10.0676,9.6649,9.8260,1040650
HBC,20160711,10.0273,10.1884,9.6649,9.7455,1069540
HBC,20160708,10.0676,10.1884,9.7857,9.9065,1203960
HBC,20160707,9.3830,9.9871,9.3830,9.9871,1149860
HBC,20160706,9.3427,9.3427,9.1414,9.3427,1152570
HBC,20160705,8.9803,9.4233,8.9400,9.3427,1449330
HBC,20160704,8.7790,8.8192,8.6179,8.8192,430850
HBC,20160701,8.7387,8.8595,8.6179,8.6984,492300
HBC,20160630,8.5776,8.8192,8.5776,8.7387,874040
HBC,20160629,8.1749,8.4568,8.1749,8.4568,732440
HBC,20160628,8.2957,8.2957,8.0944,8.2957,518440
HBC,20160627,8.2152,8.2957,8.0138,8.2957,633740
HBC,20160624,7.8527,8.2554,7.2487,8.2554,976920
HBC,20160623,7.6917,7.7319,7.5708,7.7319,465710
HBC,20160622,7.3776,7.4098,7.2165,7.4098,1031310
HBC,20160621,7.5709,7.5709,7.2809,7.3776,1092070
HBC,20160620,7.2165,7.5064,7.2165,7.5064,892250
HBC,20160617,7.3131,7.4098,7.2165,7.3776,654080
HBC,20160616,7.1520,7.3776,7.1520,7.2809,1291170
HBC,20160615,7.0876,7.2487,7.0232,7.1520,994400
HBC,20160614,7.0876,7.1520,6.9910,7.1520,626220
HBC,20160613,7.1198,7.2165,7.0554,7.1198,456230
HBC,20160610,7.1843,7.2165,7.0554,7.1843,862270
HBC,20160609,6.7977,7.1198,6.7977,7.0232,1344060
HBC,20160608,6.8299,6.8943,6.7654,6.7977,626920
HBC,20160607,6.6044,6.8299,6.6044,6.7977,455000
HBC,20160606,6.6366,6.8299,6.5721,6.6044,558580
HBC,20160603,6.5721,6.8299,6.5721,6.7332,1130660
HBC,20160602,6.5721,6.5721,6.4755,6.5077,231870
HBC,20160601,6.2500,6.5399,6.2500,6.5399,622420
HBC,20160531,6.3144,6.3144,6.2500,6.2500,187900
HBC,20160530,6.3144,6.3466,6.2178,6.2822,203120
HBC,20160527,6.2822,6.3144,6.2500,6.2500,127150
HBC,20160526,6.4111,6.4433,6.2822,6.2822,236710
HBC,20160525,6.4111,6.4433,6.3466,6.3788,142920
HBC,20160524,6.3788,6.3788,6.3144,6.3466,530620
HBC,20160523,6.3466,6.4111,6.2822,6.3466,121780
HBC,20160520,6.3466,6.4111,6.3466,6.3466,206710
HBC,20160519,6.3788,6.3788,6.3144,6.3788,393060
HBC,20160518,6.3144,6.3788,6.2822,6.3144,93150
HBC,20160517,6.2178,6.4111,6.2178,6.3466,423820
HBC,20160516,6.2500,6.2822,6.2178,6.2178,140670
HBC,20160513,6.3466,6.3466,6.2178,6.2822,175610
HBC,20160512,6.4433,6.4433,6.3144,6.3466,111470
HBC,20160511,6.4433,6.4433,6.3144,6.4111,94220
HBC,20160510,6.3144,6.3788,6.2822,6.3466,192350
HBC,20160509,6.4755,6.4755,6.3144,6.3466,259410
HBC,20160506,6.5077,6.5399,6.4111,6.4111,351590
HBC,20160505,6.5077,6.6044,6.4433,6.5077,339970
HBC,20160504,6.3788,6.4433,6.2822,6.4433,349730
HBC,20160429,6.3144,6.5077,6.2822,6.3788,478720
HBC,20160428,6.4755,6.4755,6.2178,6.2500,546350
HBC,20160427,6.4755,6.5077,6.3466,6.4433,485590
HBC,20160426,6.5399,6.6366,6.4433,6.5077,690860
HBC,20160425,6.1211,6.5077,6.1211,6.5077,1414520
HBC,20160422,6.1211,6.1533,5.9922,6.0889,411360
HBC,20160421,6.0245,6.0889,6.0245,6.0567,144110
HBC,20160420,6.1211,6.1211,5.9922,6.0245,252400
HBC,20160419,6.2500,6.2500,6.0245,6.0567,227900
HBC,20160415,6.1855,6.3144,6.1533,6.1533,155160
HBC,20160414,6.0889,6.2822,6.0889,6.2178,302780
HBC,20160413,6.1855,6.2178,6.0889,6.1211,212840
HBC,20160412,6.2178,6.2822,6.1855,6.1855,149660
HBC,20160411,5.9600,6.4433,5.9600,6.2178,389000
HBC,20160408,6.0889,6.1211,6.0245,6.0245,182920
HBC,20160407,6.0889,6.0889,6.0245,6.0889,90530
HBC,20160406,5.9600,6.0889,5.9600,6.0567,68630
HBC,20160405,5.9278,5.9922,5.8956,5.9922,96750
HBC,20160404,6.0567,6.0567,5.9278,5.9600,76810
HBC,20160401,6.0245,6.0567,5.9278,5.9600,190730
HBC,20160331,6.1533,6.1533,6.0245,6.0245,182760
HBC,20160330,6.1533,6.1533,6.0245,6.1211,272890
HBC,20160329,6.1855,6.1855,6.0245,6.0567,355230
HBC,20160328,6.0889,6.1855,6.0889,6.1855,148110
HBC,20160325,6.2178,6.2178,6.0889,6.1211,303380
HBC,20160324,6.3144,6.3466,6.1855,6.1855,365210
HBC,20160323,6.2178,6.3144,6.1533,6.2500,542970
HBC,20160322,6.2500,6.2500,6.1211,6.1211,261900
HBC,20160321,6.3788,6.3788,6.2500,6.2500,230340
HBC,20160318,6.4433,6.4755,6.3466,6.3466,341580
HBC,20160317,6.3788,6.5077,6.3466,6.4433,606990
HBC,20160316,6.2500,6.3466,6.2500,6.3144,145210
HBC,20160315,6.2822,6.3788,6.2178,6.2500,398980
HBC,20160314,6.4111,6.4433,6.2822,6.2822,517830
HBC,20160311,6.4755,6.4755,6.4111,6.4111,229310
HBC,20160310,6.5077,6.5399,6.4111,6.4433,195100
HBC,20160309,6.4111,6.6366,6.3788,6.4755,740120
HBC,20160308,6.3466,6.3788,6.3466,6.3466,490790
HBC,20160307,6.4433,6.4433,6.3466,6.3466,245190
HBC,20160304,6.3788,6.4111,6.3466,6.3466,251460
HBC,20160303,6.4433,6.5077,6.3466,6.3466,415300
HBC,20160302,6.4111,6.4433,6.3466,6.3466,469170
HBC,20160301,6.3788,6.4755,6.3466,6.3788,501910
HBC,20160229,6.5721,6.5721,6.3144,6.3788,1039930
HBC,20160226,6.5721,6.6688,6.5721,6.5721,421950
HBC,20160225,6.5721,6.7010,6.5721,6.6044,552510
HBC,20160224,6.6366,6.7332,6.5077,6.6044,1088570
HBC,20160223,6.6044,6.8621,6.5399,6.7654,1038180
HBC,20160222,6.5077,6.6044,6.5077,6.5399,427680
HBC,20160219,6.5077,6.6044,6.4755,6.5077,370450
HBC,20160218,6.5077,6.6366,6.5077,6.5077,514090
HBC,20160217,6.6044,6.6366,6.5077,6.5399,290890
HBC,20160216,6.5077,6.6688,6.5077,6.6366,449550
HBC,20160215,6.4755,6.5721,6.4433,6.5077,404480
HBC,20160205,6.4755,6.6688,6.4755,6.6366,472340
HBC,20160204,6.4433,6.6366,6.4111,6.5399,1218960
HBC,20160203,6.2500,6.4755,6.1855,6.4111,943050
HBC,20160202,6.4111,6.5077,6.1855,6.3788,1133040
HBC,20160201,6.9587,6.9910,6.5077,6.5077,1893970
HBC,20160129,7.0232,7.1843,6.9265,6.9910,1576320
HBC,20160128,7.1843,7.3131,7.0554,7.0554,693400
HBC,20160127,7.0554,7.3131,6.9910,7.2487,973390
HBC,20160126,6.7010,7.0554,6.6688,6.9587,1291800
HBC,20160125,6.5399,6.9265,6.5077,6.8621,2235850
HBC,20160122,6.4433,6.5721,6.2822,6.4755,354970
HBC,20160121,6.5077,6.5721,6.3466,6.4433,491510
HBC,20160120,6.4433,6.7332,6.4433,6.5077,727800
HBC,20160119,6.3144,6.5721,6.3144,6.5721,541690
HBC,20160118,6.2822,6.3144,6.0889,6.2822,1263220
HBC,20160115,6.6688,6.7654,6.4755,6.4755,1032160
HBC,20160114,6.3144,6.6366,6.3144,6.6044,655120
HBC,20160113,6.6366,6.6366,6.4111,6.4755,795620
HBC,20160112,6.1855,6.6366,6.1855,6.6366,1415780
HBC,20160111,6.0567,6.2178,6.0245,6.2178,248480
HBC,20160108,6.1533,6.2500,6.0889,6.1533,329010
HBC,20160107,6.3144,6.3466,6.1211,6.2500,727010
HBC,20160106,6.1211,6.3788,6.1211,6.3788,768050
HBC,20160105,6.0567,6.1855,6.0245,6.1211,426740
HBC,20160104,6.1533,6.2178,6.0889,6.1211,191840
HBC,20151231,6.2822,6.2822,6.1211,6.1211,239430
HBC,20151230,6.0567,6.2178,6.0245,6.2178,476950
HBC,20151229,5.9922,6.0567,5.9600,6.0567,264040
HBC,20151228,5.9922,6.0889,5.9600,5.9922,246470
HBC,20151225,6.0245,6.0245,5.9600,5.9600,134340
HBC,20151224,6.0567,6.0889,6.0245,6.0245,101880
HBC,20151223,6.0245,6.0889,5.9922,6.0567,193560
HBC,20151222,6.0567,6.1533,6.0567,6.0567,117940
HBC,20151221,6.2178,6.2178,6.0567,6.0889,278780
HBC,20151218,6.3144,6.3144,6.2178,6.2178,281420
HBC,20151217,6.2822,6.4111,6.2500,6.3144,599050
HBC,20151216,6.0889,6.2822,6.0889,6.2500,673090
HBC,20151215,5.9922,6.0567,5.9922,6.0567,229330
HBC,20151214,5.9600,6.0567,5.9600,5.9922,136430
HBC,20151211,5.9600,6.0567,5.9278,6.0245,151320
HBC,20151210,6.0245,6.0889,5.9600,5.9600,180210
HBC,20151209,6.1855,6.1855,6.0245,6.0567,119170
HBC,20151208,5.9278,6.1855,5.8956,6.1533,458830
HBC,20151207,6.0889,6.0889,5.9278,5.9278,84830
HBC,20151204,6.0567,6.0889,5.9922,6.0567,121800
HBC,20151203,6.1855,6.1855,6.0567,6.0889,71070
HBC,20151202,6.1211,6.1855,6.0889,6.1855,159930
HBC,20151201,5.9600,6.1533,5.9600,6.0889,361670
HBC,20151130,5.9922,6.1211,5.9278,5.9600,396760
HBC,20151127,6.2500,6.2822,6.0567,6.0567,447270
HBC,20151126,6.2822,6.4111,6.2178,6.2822,286950
HBC,20151125,6.3788,6.3788,6.2178,6.3788,454040
HBC,20151124,6.4111,6.5077,6.3788,6.4433,1318540
HBC,20151123,5.9922,6.3144,5.9922,6.3144,994680
HBC,20151120,5.9278,6.0567,5.9278,5.9600,564210
HBC,20151119,6.0889,6.0889,5.9600,5.9600,771870
HBC,20151118,5.8956,6.0889,5.8634,6.0889,1007600
HBC,20151117,6.2822,6.2822,5.9600,5.9600,1343090
HBC,20151116,6.4111,6.4111,6.2178,6.2500,686400
HBC,20151113,6.3466,6.5399,6.3466,6.4433,584700
HBC,20151112,6.1533,6.3466,6.0889,6.3466,743030
HBC,20151111,6.2178,6.2822,6.0245,6.1533,895260
HBC,20151110,6.2822,6.3466,6.1855,6.2500,695210
HBC,20151109,6.2178,6.3788,6.1855,6.1855,698880
HBC,20151106,6.7332,6.7332,6.3788,6.3788,1165470
HBC,20151105,6.7332,6.8299,6.7010,6.7332,740350
HBC,20151104,6.6044,6.8621,6.5721,6.7010,1480440
HBC,20151103,6.6688,6.6688,6.4755,6.6366,797070
HBC,20151102,6.4433,6.7010,6.4433,6.5721,1111050
HBC,20151030,6.4111,6.5721,6.3788,6.4433,802620
HBC,20151029,6.3144,6.6044,6.2178,6.5077,1053310
HBC,20151028,6.3788,6.4433,6.3144,6.3144,843600
HBC,20151027,5.7990,6.1533,5.7990,6.1533,2055310
